pt,y,weight
70.23653666639045,-1.3232802806453383,-1.056124491271951
12.799334887914798,0.7077963636062641,-7.2792167205534435
57.3635638704984,-1.6341821374017398,-1.7378559691729982
50.32518709329179,-0.8113633825201674,-1.964143472089739
45.10248267566966,-0.1664568411111448,-2.2832249680552046
0.7332203443430882,-0.2986297209470345,-11.499286001085077
3.120981939382278,2.370718481935125,-9.837660146262916
56.799832219461976,-1.2903529967777845,-1.357245795801054
51.17324994958382,-2.252871240155576,-1.633740409590655
17.718096254506786,3.3579531925892008,-4.537865582830239
18.38600367264929,1.1704273492380513,-6.054327731099347
7.048173574076306,-0.0664360959833512,-8.762616458093627
23.774292043721196,-0.6631411346528547,-4.252944016502817
50.69820780799865,1.3670686190947037,-2.0997508421706925
58.27322075971792,-1.043089166790232,-1.5710752340740333
54.27980317372408,1.7954648956078474,-1.4591868207897578
52.92720845169512,1.930010153362868,-1.8087306481572745
11.259326072902171,1.4264305905793355,-6.863041220955412
6.18092975922893,-0.8709549730503929,-8.813200799458611
12.950910998409368,0.7905457515712484,-7.288667757101872
67.83760331327947,0.1137650866282164,-0.968309951906616
3.545963998157415,-3.794054756271252,-9.176083978539992
71.85098880550686,-0.5917315487707209,-1.0053354983972371
23.18223301660646,-1.830090762223844,-4.429011053249085
35.685936311673025,0.2073298355879562,-3.1629125110726384
62.85080303517819,0.6197535728152339,-1.183725403949413
9.170088301722071,-0.3936139557397078,-7.062091230505677
76.24748192590464,-1.808265932638426,-0.6625721411803828
93.75812104787772,1.2374264651742397,-0.4030407640723648
25.32655292710929,-2.880699491263285,-3.580514584785931
224.56786124856868,-0.4049027041316978,-0.0057187942386164
33.03538693020902,0.1528951680043793,-3.023944455012397
20.465797478284777,2.143083200298165,-4.540164736952317
7.679016500723858,-3.716531346417338,-8.199655561117755
7.299166961697464,1.1176641842054056,-6.337405002884642
28.419553113343504,0.0873851944910361,-4.401965258372787
16.05999694774213,-1.8438635826960783,-5.649412444839971
56.497454305711166,-0.614852430582549,-1.5701675914830768
29.6058309315208,3.1917889462503704,-4.0954119045321695
36.80147722481995,-2.6879747723012724,-3.4978362565676533
48.80150288416359,-0.1227279158736733,-2.2802989725161225
82.90157848437434,1.4372647213617242,-0.5854012824972813
13.251777427265374,0.7784227098949035,-7.354929258280865
128.61413459227975,-0.2098481119773885,-0.1235271836207607
23.18360170911317,2.914960255287974,-5.142168616436421
21.24501256072226,3.0562300305502275,-4.877660464719669
11.283806563258109,0.7188208596038642,-7.469577339626627
